INCIDENTDATE,INCIDENTHOUR,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTHIERARCHYDESC,OFFENSES,X,Y
2022-09-16,20,"2300 Block Noblestown Rd Pittsburgh, PA 15205",Oakwood,ROBBERY,3701 Robbery. / 3929 Retail Theft. / 2701 Simple Assault. / 2709(a) Harassment. / 2706 Terroristic Threats. / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s) / 5503 Disorderly Conduct. / 5506 Loitering and Prowling at Night / 2709(b) Stalking,-80.0543527688347,40.4278403004268
2022-09-17,1,"1400 Block Pennsylvania Ave Pittsburgh, PA 15233",Manchester,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.02659541148,40.4543440856809
2022-09-17,2,"S 4th St & E Carson St Pittsburgh, PA 15203",South Side Flats,99,8106 Shots Fired,,
2022-09-17,0,"S 13th St & Muriel St Pittsburgh, PA 15203",South Side Flats,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 3714 Careless Driving,-79.9853832615239,40.4301067913111
2022-09-26,13,"100 Block Beltzhoover Ave Pittsburgh, PA 15211",Mount Washington,THEFT,3921 Theft by Unlawful Taking or Disposition.,-79.9976784451397,40.4221741290321
2022-10-03,14,"5600 Block Stanton Ave Pittsburgh, PA 15206",Highland Park,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,-79.9262526563548,40.4715111797246
2022-10-02,20,"1400 Block Washington Blvd Pittsburgh, PA 15206",Highland Park,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9086166765251,40.4703056329977
2022-10-05,10,"Forbes Ave & Bigelow Blvd Pittsburgh, PA 15213",North Oakland,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,-79.9535481570265,40.4431831154911
2022-10-05,10,"7600 Block Bennett St Pittsburgh, PA 15221",Homewood South,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-79.8903214783225,40.4548456612805
2022-10-05,8,"N Mathilda St & Parsley Way Pittsburgh, PA 15224",Bloomfield,AGG-ASSAULT,2702 Aggravated Assault.,-79.9476222627404,40.4595540901982
2022-10-05,13,"300 Block S 9th St Pittsburgh, PA 15203",South Side Flats,MENTAL 201/302,9498 302 (Mental),-79.9898778029463,40.4302739266154
2022-10-04,0,"100 Block Fountain St Pittsburgh, PA 15212",Central North Side,IDENTITY THEFT,4120 Identity Theft,-80.0019304117184,40.4587585954775
2022-09-16,10,"4200 Block Frank St Pittsburgh, PA 15217",Greenfield,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9336173301806,40.4234675571447
2022-09-16,22,"800 Block Ashdale St Pittsburgh, PA 15210",Beltzhoover,RUNAWAYS - JUVENILE,029 Missing Juvenile,,
2022-09-17,1,"Bates St & 2nd Ave Pittsburgh, PA 15213",South Oakland,DUI - GENERAL IMPAIRMENT,5507 Obstructing Highways and Passages. / 3802(a)(1) DUI - General Impairment / 1301 Registration and Certificate of Title Required.,-79.959206087326,40.4311436634924
2022-09-17,4,"1600 Block E Cherryhill St Pittsburgh, PA 15210",Carrick,RECKLESSLY ENDANGER ANOTH PER,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2705 Recklessly Endangering Another Person. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",,
2022-09-17,9,"300 Block Kambach St Pittsburgh, PA 15211",Mount Washington,THEFT,3921 Theft by Unlawful Taking or Disposition.,-80.0025802950583,40.4262881004802
2022-09-24,17,"6900 Block President Way Pittsburgh, PA 15206",Morningside,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,-79.926176217228,40.4850613296568
2022-09-24,19,"2300 Block Spring St Pittsburgh, PA 15210",Arlington,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,-79.9745913952801,40.4161357860116
2022-09-29,13,"1500 Block Spring Garden Ave Pittsburgh, PA 15212",Spring Garden,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",-79.9861346946878,40.464212339643
2022-10-01,3,"5700 Block Ollie St Pittsburgh, PA 15207",Lincoln Place,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,-79.9183288062307,40.3663605495766
2022-10-01,8,"100 Block Meridan St Pittsburgh, PA 15211",Mount Washington,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),-80.0177369565804,40.4374889199462
2022-09-30,23,"2600 Block Centre Ave Pittsburgh, PA 15219",Terrace Village,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-79.9683796165261,40.4465060729526
2022-09-24,20,"2600 Block Centre Ave Pittsburgh, PA 15219",Terrace Village,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9683796165261,40.4465060729526
2022-10-01,13,"100 Block Merrimac St Pittsburgh, PA 15211",Mount Washington,THEFT FROM AUTO,3934 Theft from Vehicle,-80.012954270874,40.4353320863097
2022-10-01,6,"1700 Block Mary St Pittsburgh, PA 15203",South Side Flats,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9822094242741,40.4260516261813
2022-09-14,19,"5900 Block 5th Ave Pittsburgh, PA 15232",Shadyside,99,9998 Overdose Other,-79.9254741541509,40.4513243165902
2022-09-14,19,"1400 Block River Ave Pittsburgh, PA 15212",Troy Hill,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,-79.9810090719018,40.4620961603266
2022-09-14,20,"Centre Ave & Calliope Way Pittsburgh, PA 15219",Middle Hill,AGG-ASSAULT,2702 Aggravated Assault. / 3304 Criminal Mischief.,,
2022-09-15,2,"600 Block Pennridge Rd Pittsburgh, PA 15211",Mount Washington,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed.,,
2022-09-14,8,"600 Block Pennridge Rd Pittsburgh, PA 15211",Mount Washington,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,,
2022-09-15,3,"40th St & Willow St Pittsburgh, PA 15201",Central Lawrenceville,FOUND PROPERTY,9489 Found Property / 9999 9999 - (Misc. Incident): vehicle abandoned on train tracks under 40th st bridge,-79.9649738280763,40.4708625537204
2022-09-15,16,"4600 Block Gangwish St Pittsburgh, PA 15224",Bloomfield,CREDIT CARDS,4106 Access Device Fraud,,
2022-09-16,12,"300 Block S Main St Pittsburgh, PA 15220",West End,99,9993 PFA Service with Weapons Supplement,-79.9579476679689,40.4673830136992
2022-09-16,8,"1200 Block Western Ave Pittsburgh, PA 15233",Chateau,DRUG INVESTIGATION,9124 Drug Investigation,-80.0219684615574,40.4512177173984
2022-09-16,16,"1900 Block Brownsville Rd Pittsburgh, PA 15210",Carrick,99,9998 Overdose Other,-79.9875088066487,40.3960603966568
2022-09-16,17,"Wabash St & S Main St Pittsburgh, PA 15220",West End,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,-80.0348082167826,40.4409261320842
2022-09-18,23,"300 Block Birmingham Ave Pittsburgh, PA 15210",Carrick,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",-79.9840218779391,40.4028007052174
2022-09-22,20,"1300 Block Centre Ave Pittsburgh, PA 15219",Central Business District,LOST PROPERTY,9504 Lost Property,-79.988493436284,40.4399475882372
2022-09-24,22,Zone 5,,SEXUAL ASSAULT,3124.1 Sexual Assault,,
2022-09-25,2,"700 Block Hazelwood Ave Pittsburgh, PA 15217",Greenfield,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9330729845972,40.4197989425339
2022-09-25,3,"300 Block S Main St Pittsburgh, PA 15220",West End,99,9994 PFA Service,-79.9579476679689,40.4673830136992
2022-09-25,3,"1600 Block Concordia St Pittsburgh, PA 15210",Carrick,SIMPLE ASSAULT,2701 Simple Assault.,,
2022-09-25,12,"7600 Block Penn Ave Pittsburgh, PA 15221",Point Breeze North,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.8951355743265,40.4471228791488
2022-09-25,17,"300 Block 3rd Ave Pittsburgh, PA 15222",Central Business District,TERRORISTIC THREATS,2706 Terroristic Threats.,-80.0016135598372,40.4388661313797
2022-09-14,15,"2400 Block E Carson St Pittsburgh, PA 15203",Central Business District,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9708606865107,40.4278826988199
2022-09-14,18,Zone OSC,,RAPE,3121 Rape.,,
2022-09-15,0,"Penn Ave & 32nd St Pittsburgh, PA 15201",Strip District,99,9999 9999 - (Misc. Incident): ,-79.9699523341658,40.460779711772
2022-09-15,1,"400 Block Forbes Ave Pittsburgh, PA 15219",Central Business District,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-79.9525636026632,40.4428964814583
2022-09-15,12,"300 Block S Main St Pittsburgh, PA 15220",West End,99,9993 PFA Service with Weapons Supplement,-79.9579476679689,40.4673830136992
2022-09-16,16,"1300 Block Brookline Blvd Pittsburgh, PA 15226",Brookline,CREDIT CARDS,4106 Access Device Fraud,-80.0108497138438,40.3922704647233
2022-09-16,17,"2400 Block Park Hill Dr Pittsburgh, PA 15221",East Hills,SIMPLE ASSAULT,2701 Simple Assault.,-79.8738685039552,40.4558486470446
2022-09-18,14,"2300 Block High Oak Dr Pittsburgh, PA 15220",Banksville,99,9994 PFA Service,-80.0442133862132,40.4041793602461
2022-10-04,13,"300 Block Wood St Pittsburgh, PA 15222",Central Business District,99,9999 9999 - (Misc. Incident): ,-80.0581533364063,40.5044573772531
2022-10-05,11,"800 Block Anaheim St Pittsburgh, PA 15219",Upper Hill,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",-79.9605053299,40.4518200950995
2022-10-05,15,"1200 Block Mohler St Pittsburgh, PA 15221",Homewood North,CRIM MISCHIEF,3304 Criminal Mischief.,-79.8864602237102,40.4593708354313
2022-10-05,17,"2100 Block Park Hill Dr Pittsburgh, PA 15221",East Hills,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),-79.8740675554629,40.4532044463424
2022-09-30,19,"3300 Block Mc Clure Ave Pittsburgh, PA 15212",Brighton Heights,THEFT BY DECEPTION,3922 Theft by Deception.,-80.0362163003013,40.4757957032062
2022-10-05,16,"6400 Block Frankstown Ave Pittsburgh, PA 15206",Larimer,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,,
2022-10-04,13,"300 Block N Fairmont St Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,CREDIT CARDS,4106 Access Device Fraud,-79.9310082872483,40.4664390974889
2022-10-05,16,"3900 Block Forbes Ave Pittsburgh, PA 15213",Central Oakland,LOST PROPERTY,9504 Lost Property,-79.9557531362474,40.441861621252
2022-10-05,16,"2600 Block Salisbury St Pittsburgh, PA 15210",South Side Slopes,99,9999 9999 - (Misc. Incident): ,-79.9710447793193,40.4183603670614
2022-10-05,19,"5700 Block Jackson St Pittsburgh, PA 15206",Highland Park,99,9994 PFA Service,-79.9239846516491,40.4721448538685
2022-10-05,21,"6200 Block Penn Ave Pittsburgh, PA 15206",East Liberty,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.92259331497,40.4601393368172
2022-09-14,15,"40 Block Reed St Pittsburgh, PA 15219",Crawford-Roberts,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-79.8734255821973,40.4360998771923
2022-09-14,17,"Mifflin Rd & Mifflin Rd Ramp Pittsburgh, PA 15207",Hays,99,9999 9999 - (Misc. Incident): non-reportable collision,-79.9331440015444,40.3932626626469
2022-09-14,18,"800 Block Steuben St Pittsburgh, PA 15220",Elliott,SIMPLE ASSAULT,2701 Simple Assault.,-80.0404778034443,40.4415772591677
2022-09-15,4,"2300 Block Spring St Pittsburgh, PA 15210",Arlington,BURGLARY,3502 Burglary. / 901 Criminal Attempt,-79.9745913952801,40.4161357860116
2022-09-17,16,"1700 Block Penn Ave Pittsburgh, PA 15222",Strip District,THEFT,3921 Theft by Unlawful Taking or Disposition.,-79.9856926634445,40.4496647585935
2022-09-17,15,"700 Block Copeland St Pittsburgh, PA 15232",Shadyside,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,-79.9355163090888,40.4520306227142
2022-09-17,17,"900 Block Freeport Rd Pittsburgh, PA 15238",Lincoln-Lemington-Belmar,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",-79.8923529450752,40.4861185015656
2022-09-18,13,"200 Block Oak Hill Dr Pittsburgh, PA 15213",Terrace Village,99,9994 PFA Service,,
2022-09-18,14,"2300 Block Spring St Pittsburgh, PA 15210",Arlington,99,9999 9999 - (Misc. Incident): ,-79.9745913952801,40.4161357860116
2022-10-01,17,"300 Block S Main St Pittsburgh, PA 15220",West End,AIDED CASE,9497 Aided Case,-79.9579476679689,40.4673830136992
2022-10-01,16,"1500 Block Princess Ave Pittsburgh, PA 15216",Beechview,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0174229424339,40.4114532628208
2022-10-01,20,"5600 Block Bartlett St Pittsburgh, PA 15217",Squirrel Hill South,FOUND PROPERTY,9489 Found Property,-79.9272083259484,40.4355205156793
2022-10-02,10,"N Craig St & Bayard St Pittsburgh, PA 15213",North Oakland,99,9999 9999 - (Misc. Incident): Non reportable accident.,-79.9507417787969,40.4498080914534
2022-10-02,10,"200 Block Wilbur St Pittsburgh, PA 15210",Knoxville,AGG-ASSAULT,2702 Aggravated Assault.,-79.9925986155206,40.4074431006746
2022-10-02,17,"Panther Hollow Rd & Schenley Dr Pittsburgh, PA 15217",Squirrel Hill South,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-79.9463562780368,40.438755741483
2022-09-17,12,"5400 Block Comet Way Pittsburgh, PA 15232",Shadyside,THEFT FROM AUTO,3934 Theft from Vehicle,-79.934462034529,40.4504542372556
2022-09-17,12,"2300 Block Perrysville Ave Pittsburgh, PA 15214",Perry South,MENTAL 201/302,9498 302 (Mental),-80.0110936313042,40.4663093443434
2022-09-13,14,"900 Block Penn Ave Pittsburgh, PA 15222",Central Business District,SIMPLE ASSAULT,2701 Simple Assault.,-79.9980468769971,40.4436186700538
2022-09-18,1,"Hamilton Ave & Sterrett St Pittsburgh, PA 15208",Homewood South,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,-79.8952339779732,40.4541130332132
2022-09-18,11,"1100 Block Bingham St Pittsburgh, PA 15203",South Side Flats,CRIM MISCHIEF,3304 Criminal Mischief.,-79.987382150793,40.4292546297805
2022-09-18,10,"1100 Block Bingham St Pittsburgh, PA 15203",South Side Flats,CRIM MISCHIEF,3304 Criminal Mischief.,-79.987382150793,40.4292546297805
2022-09-16,15,"4700 Block Liberty Ave Pittsburgh, PA 15224",Bloomfield,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9498576275047,40.4620780855382
2022-09-18,12,"5300 Block Penn Ave Pittsburgh, PA 15224",Garfield,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9384457598949,40.4643830556336
2022-09-18,18,"Winterburn Ave & Greenfield Ave Pittsburgh, PA 15207",Greenfield,CRIM MISCHIEF,3304 Criminal Mischief. / 2707 Propulsion of Missiles ,-79.939790758984,40.4261952323929
2022-09-14,16,"2300 Block Mc Cook St Pittsburgh, PA 15212",Marshall-Shadeland,SIMPLE ASSAULT,2701 Simple Assault. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 6106 Firearms not to be Carried without a License. / 6110.2 Possesion of Firearm with Altered Mfg. Number / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,-80.0296995006498,40.4634848515329
2022-09-14,20,"1300 Block Paulson Ave Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9011653372096,40.4686267994031
2022-09-22,23,"1800 Block Westmont Ave Pittsburgh, PA 15210",Carrick,SIMPLE ASSAULT,2701 Simple Assault.,-79.9892980059539,40.39689177326
2022-09-23,8,"1300 Block Lowrie St Pittsburgh, PA 15212",Troy Hill,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9880817889184,40.4591571701398
2022-09-23,23,"600 Block Reedsdale St & Tony Dorsett Dr E Pittsburgh, PA 15212",North Shore,99,3742 Accidents Involving Death or Personal Injury,,
2022-09-23,23,"1400 Block Locust St Pittsburgh, PA 15219",Bluff,ROBBERY,3701 Robbery. / 2701 Simple Assault.,-79.9854587006851,40.4360439740714
2022-09-24,19,"1500 Block Lowrie St Pittsburgh, PA 15212",Troy Hill,99,9998 Overdose Other,-79.9850564269765,40.4615845286472
2022-09-24,19,"200 Block Paulson Ave Pittsburgh, PA 15206",Larimer,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 3503(b)(1)(i) Actual Communication,,
2022-09-24,20,"100 Block E Amanda Ave Pittsburgh, PA 15210",Knoxville,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.988436607001,40.4008838787087
2022-09-25,14,"800 Block E Warrington Ave Pittsburgh, PA 15210",Allentown,HARRASSMENT,2709(a) Harassment.,-79.9937050598573,40.4218022561637
2022-09-14,19,"1000 Block Lamont Way Pittsburgh, PA 15212",California-Kirkbride,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,-80.0217237837479,40.459988257904
2022-09-19,16,"Federal St N & E North Ave Pittsburgh, PA 15212",Allegheny Center,FOUND PROPERTY,9489 Found Property,-80.0066356663443,40.4554569884448
2022-09-19,16,"500 Block Liberty Ave Pittsburgh, PA 15222",Central Business District,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0036330229709,40.4412918601093
2022-09-19,18,"Middle St & Virgin Way Pittsburgh, PA 15212",East Allegheny,99,9998 Overdose Other,-79.9990986478334,40.4534380777482
2022-09-19,16,"400 Block Jucunda St Pittsburgh, PA 15210",Knoxville,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,-79.9953134966387,40.4170416346546
2022-09-19,20,"1700 Block 5th Ave Pittsburgh, PA 15219",Crawford-Roberts,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9824833902821,40.4382975809205
2022-09-20,20,"200 Block Voeghtly St Pittsburgh, PA 15212",North Shore,AIDED CASE,9497 Aided Case,,
2022-09-20,22,"1000 Block Brushton Ave Pittsburgh, PA 15221",Homewood North,THEFT,3921 Theft by Unlawful Taking or Disposition.,-79.887729584877,40.4565467004881
2022-09-19,20,"3000 Block Brereton St Pittsburgh, PA 15219",Polish Hill,99,7615(a)(4) Computer Trespass - Create/Alter Financial Instrument,-79.9700734454182,40.4565479556842
2022-09-19,20,"3200 Block Glen Mawr St Pittsburgh, PA 15204",Sheraden,AIDED CASE,9497 Aided Case,-80.0541777372085,40.4585627782763
2022-09-20,15,"7200 Block Meade St Pittsburgh, PA 15208",Point Breeze North,MENTAL 201/302,9498 302 (Mental),-79.9006711947586,40.450053923096
2022-09-21,3,"200 Block Elmore St Pittsburgh, PA 15219",Terrace Village,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9754116022702,40.4418354617292
2022-09-21,4,"300 Block Bailey Ave Pittsburgh, PA 15211",Mount Washington,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night / 901 Criminal Attempt,-80.0024521950324,40.4267667487133
2022-09-13,13,"2100 Block Park Hill Dr Pittsburgh, PA 15221",East Hills,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,-79.8740675554629,40.4532044463424
2022-09-24,18,"7900 Block Madiera St Pittsburgh, PA 15221",Homewood South,SIMPLE ASSAULT,2701 Simple Assault.,-79.8877016321406,40.448444729416
2022-09-30,23,"1700 Block Parkfield St Pittsburgh, PA 15210",Carrick,BURGLARY,3502 Burglary.,,
2022-09-20,2,"Vine St & 5th Ave Pittsburgh, PA 15219",Crawford-Roberts,FOUND DRUGS,9017 Found Drugs,-79.9840893168764,40.4385060539463
2022-09-20,20,"700 Block Greenfield Ave Pittsburgh, PA 15217",Greenfield,99,9999 9999 - (Misc. Incident): ,-79.9380706284379,40.4250197197373
2022-09-17,17,"400 Block East Ohio St Pittsburgh, PA 15212",East Allegheny,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-80.0015589134548,40.4534470594398
2022-09-22,10,"1500 Block Cumberland St Pittsburgh, PA 15205",Crafton Heights,THEFT,3921 Theft by Unlawful Taking or Disposition.,,
2022-09-22,16,"Howard St & E North Ave Pittsburgh, PA 15212",Fineview,CRIM MISCHIEF,3304 Criminal Mischief.,-79.999235704478,40.4568471719597
2022-09-22,23,"800 Block E Warrington Ave Pittsburgh, PA 15210",Allentown,FOUND PROPERTY,9489 Found Property,-79.9937050598573,40.4218022561637
2022-09-22,5,"5100 Block Chaplain Way Pittsburgh, PA 15207",Hazelwood,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT,,
2022-09-23,20,"4300 Block Butler St Pittsburgh, PA 15201",Central Lawrenceville,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9600458283935,40.4705854885513
2022-09-26,12,"900 Block Liberty Ave Pittsburgh, PA 15222",Central Business District,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",-79.9979394801918,40.4429453058994
2022-09-13,14,"2900 Block Harcum Way Pittsburgh, PA 15203",South Side Slopes,BURGLARY,3502 Burglary.,,
2022-09-27,11,"200 Block S 9th St Pittsburgh, PA 15203",South Side Flats,AIDED CASE,9497 Aided Case,,
2022-09-14,13,"1100 Block Spring Garden Ave Pittsburgh, PA 15212",Spring Garden,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.993343790295,40.4598046210047
2022-09-11,16,"600 Block 1st Ave Pittsburgh, PA 15219",Central Business District,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,-79.9960409452176,40.4350395659105
2022-09-15,21,"900 Block Idlewood Ave Pittsburgh, PA 15205",East Carnegie,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),,
2022-09-15,19,"800 Block Freeport Rd Pittsburgh, PA 15238",Lincoln-Lemington-Belmar,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.853700672086,40.4983103405348
2022-09-15,22,"1300 Block Lincoln Ave Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3743 Accidents Involving Damage to Attended Veh. or Property,-79.897740469207,40.4663544947634
2022-09-15,23,"800 Block E Warrington Ave Pittsburgh, PA 15210",Allentown,99,9994 PFA Service,-79.9937050598573,40.4218022561637
2022-09-15,12,"200 Block 6th Ave Pittsburgh, PA 15222",Central Business District,CREDIT CARDS,4106 Access Device Fraud,-80.0001971750407,40.4423287239074
2022-09-19,1,"400 Block Greentree Rd Pittsburgh, PA 15220",West End,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,-80.0339632655163,40.4358516348625
2022-09-19,16,"3600 Block Massachusetts Ave Pittsburgh, PA 15212",Brighton Heights,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment. / 3304 Criminal Mischief. / 9093 Indirect Criminal Contempt,-80.0403592353601,40.4802760780899
2022-09-14,8,"1200 Block Western Ave Pittsburgh, PA 15233",Chateau,DRUG INVESTIGATION,9124 Drug Investigation,-80.0219684615574,40.4512177173984
2022-09-14,17,"900 Block Manton Way Pittsburgh, PA 15210",Allentown,99,"6110.1 Possesion of Firearm by Minor / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",,
2022-09-15,17,"Moore Ave & Knox Ave Pittsburgh, PA 15210",Knoxville,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6110.1 Possesion of Firearm by Minor,-79.9903756780507,40.4113991374252
2022-09-15,19,"2nd Ave & Bates St Pittsburgh, PA 15213",South Oakland,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.959206087326,40.4311436634924
2022-09-15,21,"200 Block Woodkirk St Pittsburgh, PA 15205",East Carnegie,SIMPLE ASSAULT,2701 Simple Assault.,-80.0763433558458,40.417242360652
2022-09-16,9,"5500 Block Walnut St Pittsburgh, PA 15232",Shadyside,99,9999 9999 - (Misc. Incident): ,-79.933659377971,40.4510443871519
2022-09-17,3,"Shady Ave & Alder St Pittsburgh, PA 15206",Shadyside,FOUND PROPERTY,9489 Found Property,-79.9224570838244,40.4567993241507
2022-09-11,15,"5500 Block Walnut St Pittsburgh, PA 15232",Shadyside,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.933659377971,40.4510443871519
2022-09-18,11,"900 Block Liberty Ave Pittsburgh, PA 15222",Central Business District,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-79.9979394801918,40.4429453058994
2022-09-18,11,"100 Block Richbarn Rd Pittsburgh, PA 15212",Brighton Heights,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-80.0367044169691,40.4869091945177
2022-09-18,17,"Fort Pitt Blvd & Smithfield St Pittsburgh, PA 15222",Central Business District,99,9999 9999 - (Misc. Incident): ,-80.0010668233006,40.4365070702777
2022-10-04,9,"3400 Block Butler St Pittsburgh, PA 15201",Lower Lawrenceville,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,-79.9666288159057,40.4632395186708
2022-10-04,8,"1700 Block Sarah St Pittsburgh, PA 15203",South Side Flats,CRIM MISCHIEF,3304 Criminal Mischief.,,
2022-10-04,10,"5500 Block Wightman St Pittsburgh, PA 15217",Squirrel Hill North,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,,
2022-10-04,11,"1200 Block Western Ave Pittsburgh, PA 15233",Chateau,DRUG INVESTIGATION,9124 Drug Investigation,-80.0219684615574,40.4512177173984
2022-10-04,17,"100 Block Eiler Ave Pittsburgh, PA 15210",Carrick,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,-79.985429105582,40.3913863789335
2022-10-04,18,"900 Block Freeport Row Pittsburgh, PA 15238",Lincoln-Lemington-Belmar,99,9999 9999 - (Misc. Incident): ,-79.8923529450752,40.4861185015656
2022-10-04,19,"1000 Block Chartiers Ave Pittsburgh, PA 15220",Elliott,AGG-ASSAULT,2702 Aggravated Assault. / 4304(a)(1) Endangering Welfare of Children.,-80.0406490894735,40.4442384618982
2022-10-04,22,"1600 Block Brighton Pl Pittsburgh, PA 15212",California-Kirkbride,99,9093 Indirect Criminal Contempt,-80.0169657659041,40.4578827996754
2022-09-14,15,"100 Block Alluvian St Pittsburgh, PA 15207",Hazelwood,MENTAL 201/302,9498 302 (Mental),,
